Customer Name,uid,business sector,location,phone number,national ID,passport,tin,gender,education level,business start date
Jane Jane,1265d76a-32b6-41d3-9af4-e29e26190422,Services,Mbarara,+256759787456,29937896,U3960966,6508281,Male,Vocational,2020-06-12
Florence Nakinobe,19da5728-a6fa-4bfe-b184-85cef277de4c,Retail,Kisoro,+256707856724,47424390,U6541421,5203648,Female,University,2004-07-16
Florence Florence,4aef2797-b3d4-40bf-b2ec-ef0316d3196f,Agriculture,Kampala,+256715110187,47728236,U6813973,9020598,Male,University,2021-04-01
Florence James,dfdd681d-0408-43c5-83fc-c5bc8afb1018,Hospitality,Kampala,+256736969875,40761535,U7416954,4381731,Male,Secondary,2004-01-06
Sarah Sarah,6b9680f8-96bd-45fa-ac2c-1a94ae9efcd1,Services,Gulu,+256731296089,62552483,U3662852,8602092,Female,Primary,2004-08-09
Sarah Nakinobe,cc9d4439-b3c1-4308-b8f9-2b55f8dfe371,Services,Bwindi,+256782424345,78637245,U8133061,8838160,Male,Secondary,2008-11-25
James Nakinobe,fabeb0fe-86ec-4dc4-9aa1-2ec4dcb459b3,Manufacturing,Fort Portal,+256731609961,11764517,U4038657,3186804,Male,Vocational,2006-06-17
Alice Namwalwa,a97922eb-990c-41bd-af59-ce8c70b5dc3b,IT,Mbarara,+256773541385,18953799,U3186681,9680344,Female,University,2004-12-08
Bridget Jane,fff9eeea-9b06-4b79-9baa-f3b79a104b95,Services,Jinja,+256707777639,33038008,U3980014,4969594,Male,Vocational,2015-11-06
Sarah Florence,4925852a-71d8-4795-b1ed-913613b910b6,Hospitality,Bwindi,+256742856705,36875937,U6298646,4087659,Male,Secondary,2020-01-12
Florence William,b4afc442-e9ea-4c3b-b2cc-16a779c8c48a,IT,Jinja,+256703827078,36029102,U9180371,6167077,Male,Primary,2012-06-16
Nansukusa Nansukusa,3423fc51-7c69-46ad-8669-a3710cfdc04a,Hospitality,Kampala,+256701041940,23984984,U3037193,1384497,Female,Secondary,2009-10-16
Namwalwa Florence,d540a9c7-3a2e-47c5-ae62-2aabbab22cdb,Manufacturing,Bwindi,+256748537073,14737885,U8587811,7497355,Female,Primary,2003-10-27
James Bridget,27e559c4-206e-4205-9c82-9b176ac7d0a3,Services,Mbarara,+256798043247,58777897,U9316337,3810658,Male,Vocational,2019-12-15
Florence William,c13eea32-f3a6-40b5-be2a-ca9d58e548e5,Retail,Bwindi,+256739031523,36700920,U8819837,3050881,Male,University,2005-04-13
Alice Florence,96b47190-8155-4ad4-8378-59f75d876c75,Hospitality,Kisoro,+256720498628,59405552,U1591794,3085444,Female,Vocational,2013-09-05
Alice Nakinobe,7f984cd6-2ad0-455a-9dcd-a2dfbeb02120,Fisheries,Lira,+256709064699,83683189,U6673689,7562796,Female,Primary,2022-04-20
Sarah Bridget,66a84480-bd49-4fae-a388-7c49960a6e76,IT,Fort Portal,+256779869632,10026458,U2651694,5437025,Female,Vocational,2007-05-25
Bridget Sarah,688aed3b-bf0f-4883-9f10-df0d0d474036,Manufacturing,Gulu,+256770107131,39961071,U9425273,6109664,Male,Secondary,2023-02-14
Florence Bridget,37cbd198-cbfa-4884-8e07-c50f9837cee9,Fisheries,Jinja,+256746634431,63451483,U1698398,4289595,Male,Secondary,2022-01-06
Namwalwa Alice,5848683b-dcfc-4b32-892a-0198de6abf17,Retail,Kisoro,+256783602063,99584603,U9044923,1566013,Male,University,2021-11-02
Nakinobe Namwalwa,baeaa888-d85e-4848-be08-e43322c5951b,Fisheries,Fort Portal,+256733276385,74335176,U6404834,5147446,Female,University,2009-04-09
Namwalwa William,0300a8e9-e2ce-4984-999f-0b326666b4f9,Retail,Jinja,+256753628772,51222180,U3580262,5558300,Male,Primary,2013-01-28
Nakinobe Nansukusa,1c932f6a-9fb2-45ef-8684-3727db82c4db,Agriculture,Entebbe,+256780740547,85706023,U9112178,9369149,Female,Primary,2022-10-07
Nakinobe Bridget,ae28d635-bf0c-4e94-bd4a-3377a1b3f9e3,Hospitality,Bwindi,+256793669422,22424709,U4297598,2365676,Male,Vocational,2020-09-20
Alice Alice,3b630f44-a38c-4d0b-a394-e0b447fb3c1a,Fisheries,Lira,+256705126918,31458185,U2692513,9459339,Female,Primary,2020-04-12
Namwalwa Namwalwa,564fe5f2-125b-4126-b015-2486b2cc68bb,Manufacturing,Kampala,+256774695603,43327595,U5771854,6970719,Male,Vocational,2023-09-05
Namwalwa Namwalwa,aadf5f27-9e02-4725-ada5-fa9d06cfb8dd,Services,Kampala,+256744650213,36386063,U9429186,5472665,Female,Secondary,2023-04-25
Jane Bridget,84d6f271-721d-4e08-b5a7-7e5e970a4bf4,Services,Entebbe,+256702026224,91421253,U2990680,3618564,Female,University,2006-10-03
Namwalwa Jane,4cdebd31-1466-41bd-bbae-af8c9243ec73,Hospitality,Mbarara,+256776109501,48614987,U3931235,8388385,Female,Primary,2006-01-14
Florence Sarah,bed8aa02-ca8e-4009-a203-ab053f73ff4d,IT,Entebbe,+256719822219,64718220,U1228066,2086704,Female,Vocational,2011-03-09
Sarah William,c2cc5f2b-84da-4fee-9426-f3cdabb141d7,Hospitality,Kampala,+256710911720,20429496,U9860959,7180951,Female,Primary,2009-06-23
Namwalwa James,030fccf8-2233-447d-ba51-2019e2087bb6,Agriculture,Bwindi,+256724200442,90613550,U1985019,1999485,Male,Secondary,2014-11-17
Bridget Sarah,63f0ec98-4659-46b5-a076-87122bd9d6b7,Hospitality,Bwindi,+256735730359,66405076,U8079986,3012731,Female,Primary,2015-02-14
Bridget Nansukusa,f15bc4b2-8a05-4a95-abe8-27fa19856b2a,Agriculture,Kisoro,+256749272978,10363880,U5854352,2701828,Male,Secondary,2022-03-25
Sarah Nansukusa,914cce88-e503-417c-a5be-9e025f988db0,Hospitality,Mbarara,+256741714108,79785809,U7982900,6206927,Female,Vocational,2008-06-17
Alice Nakinobe,4bb5ca12-7fdf-4032-919a-e632d45547e3,Hospitality,Entebbe,+256719447592,75015732,U3366335,6558261,Male,Secondary,2007-07-26
Namwalwa Bridget,05f0b2d4-a934-4fb8-83ea-e50f5db87e42,IT,Mbale,+256721921125,25671022,U6461392,8742524,Male,Primary,2016-10-04
Jane William,d4f26919-af01-4c9c-ae95-a2c96ddf2eb5,Manufacturing,Kampala,+256743704060,79526864,U6853008,7934378,Female,Secondary,2018-06-13
Nakinobe Nansukusa,c9b93253-8037-451a-9d37-f7f1cbdd0a75,Agriculture,Lira,+256743010559,30738495,U6118133,4520836,Female,University,2022-09-02
Jane Alice,3264ce39-183e-4797-9bb4-61249b2fe13f,Services,Entebbe,+256762490848,72881760,U9171894,3564194,Male,Primary,2006-11-12
William Florence,df1462fe-0f9c-4ace-ac9d-f8eac55fc3ba,Agriculture,Entebbe,+256727602106,65161127,U6218319,3833263,Male,University,2020-05-30
Jane Namwalwa,0a5dce75-9ab1-40bb-a622-559288bfdb53,IT,Bwindi,+256723635541,82406292,U1965112,3260839,Male,Primary,2020-03-04
Bridget Bridget,93e6c2a1-303a-4669-bbaa-b5ed36b034c5,IT,Bwindi,+256782874924,81498031,U3734624,2597797,Female,Vocational,2015-08-09
Jane Nansukusa,d01f1783-4253-4f50-9669-a48db8c1bfaa,Agriculture,Kisoro,+256703004413,92477424,U1887139,1426249,Male,University,2004-01-05
Sarah Sarah,15dacdab-3c72-4a3f-86b2-e8ad8140e93f,Agriculture,Kisoro,+256720979997,15728907,U9089037,3806409,Female,University,2005-04-11
Namwalwa Namwalwa,4fee216b-99da-436a-a47d-025a61592f00,Services,Mbarara,+256797447827,73992073,U4242900,7655706,Male,Vocational,2011-08-27
Namwalwa James,0f5b6b2f-d723-4639-97c0-a9be14e68844,Services,Mbale,+256763350548,55096800,U1349085,3918241,Female,University,2006-11-13
Jane Nansukusa,fdd863a0-c55c-4b25-a5dc-a9654a2bf10b,IT,Gulu,+256733872841,32612472,U2420745,9356881,Female,Primary,2023-01-15
Nansukusa William,51fc9e60-c20c-454b-afa1-ceac1141394c,Retail,Lira,+256777442895,97774527,U7569241,6254493,Female,University,2009-01-17
Jane Sarah,da4cc6f3-7e66-4235-ad05-034332dd2268,Agriculture,Gulu,+256711705259,30437973,U7928252,7037174,Female,Primary,2013-11-13
Nakinobe Bridget,f20127a4-1906-47b4-ad3f-d86309fe8b68,Services,Fort Portal,+256759955808,76869663,U4601413,5886343,Female,Secondary,2004-03-20
Florence Alice,5767485b-3df6-485c-993c-726ca81399bc,Agriculture,Kisoro,+256713654975,67965876,U6526161,5905626,Female,Vocational,2017-08-08
Bridget Florence,7bb278c7-c84a-4d41-a9e2-02bd10e2408d,Services,Kampala,+256729895600,34336999,U3326747,7450178,Female,Vocational,2021-08-17
Nansukusa William,d1e131d6-8605-4e52-b42f-ce510977354e,Services,Fort Portal,+256702150471,26925576,U1701864,3172876,Male,Primary,2011-01-26
Florence Namwalwa,95511c73-d8c6-4b16-8950-182e1182bcb0,Manufacturing,Lira,+256713045303,75781136,U5067463,4146603,Female,Primary,2009-09-20
Nansukusa Sarah,dac78fc8-baa9-4899-bb62-60fe24f2991f,Hospitality,Jinja,+256785391628,62725624,U2499326,3137565,Female,Secondary,2022-10-11
Sarah Bridget,4a18e9f7-f2be-4c51-b332-07407282f5d8,Manufacturing,Mbarara,+256754514028,90613254,U4326763,6115103,Male,Primary,2008-05-10
Alice James,4f338a1e-9b21-41c5-bf82-229f00224300,Hospitality,Mbale,+256710281682,66950358,U1570270,8223579,Female,Secondary,2013-01-15
Namwalwa James,832e5277-61cc-478b-b78f-1020f4460766,IT,Entebbe,+256754886508,53619453,U4488852,5330584,Male,Secondary,2021-10-29
James Nansukusa,c631e29c-d496-4fda-abd5-0cf889b57b5c,Agriculture,Lira,+256770899360,62354459,U6009190,8320502,Female,University,2022-12-05
Bridget James,a5947791-c759-4e4f-9be6-70064943fb2b,Hospitality,Kisoro,+256713758678,76635435,U1020845,9471887,Male,Primary,2019-02-08
William Bridget,1c688b37-481e-4c34-879e-b2b1e80fb107,Services,Gulu,+256733344383,16987077,U1862108,4268973,Male,Vocational,2016-04-11
Sarah Bridget,e20c202b-3aec-47e1-a770-02ca52568273,IT,Mbale,+256767384084,19525971,U1207654,7229322,Female,University,2020-06-03
Nansukusa Sarah,4bd2c7b3-c0f4-4b2c-84c1-eed324a9117b,Services,Kampala,+256763442696,28320891,U2013471,8191677,Male,University,2019-04-11
Nakinobe Florence,9b718837-1f9a-46f1-924a-c5a49ea1e3be,Services,Entebbe,+256715825348,28639889,U6101657,5496783,Female,Primary,2015-12-05
Namwalwa James,ee0b91e1-9854-4b2c-b233-b3583198355e,Services,Mbarara,+256705566920,12709281,U9245255,3236100,Female,Vocational,2006-05-03
James Nansukusa,dfed20b1-fabe-4db1-a8b2-8fcc1ac24797,Manufacturing,Mbale,+256774781284,71703682,U3554910,4686879,Male,University,2013-11-30
Nansukusa Sarah,b47ac840-25d6-4738-b9a1-579900781666,Agriculture,Jinja,+256738873306,74637017,U7067568,2510848,Female,Vocational,2014-01-27
James William,cc76003d-3255-4b58-bc9d-148af462dc58,Services,Mbarara,+256784232436,67185822,U4685823,6079766,Male,Primary,2021-10-18
Alice Florence,00cadfba-fa47-4fdb-b2db-7e14b2dfec7e,Manufacturing,Gulu,+256721636681,28591316,U3256016,8079874,Female,Secondary,2015-01-12
Alice Bridget,187b4d7f-52a9-406a-8b61-d968db4663bc,Manufacturing,Bwindi,+256726617108,33772836,U5588821,2219657,Male,Secondary,2020-04-12
Sarah Jane,588aff0f-8e27-4de5-8e40-54366352377e,Agriculture,Gulu,+256723470974,75191374,U7209333,7258594,Female,Primary,2023-07-14
Alice James,2bde3728-18d7-4bb9-8eea-265a6a55f489,Agriculture,Kampala,+256737328586,43929028,U7781159,1334992,Female,Vocational,2017-11-10
Florence Jane,106ba3e8-ed16-4c04-80b7-b169d698f9a7,Hospitality,Entebbe,+256795214199,22581586,U7593539,6422705,Female,University,2020-04-18
Nansukusa Nakinobe,ad75c812-4c19-4493-913b-5d5fa363d6ba,Manufacturing,Kampala,+256739224610,53715220,U4654705,8968692,Female,Vocational,2018-01-07
Florence Florence,5e4033f9-61cc-4b3d-8158-97a1fb26444f,Services,Fort Portal,+256746350102,33856525,U5935794,3557824,Male,Primary,2021-07-04
Bridget Bridget,a6314cea-651c-4c6e-b2f7-dcfb8d44dc38,Hospitality,Gulu,+256700088497,68456705,U8333848,8134574,Male,Secondary,2017-12-14
Bridget Bridget,42952004-5fc4-4ee5-b9a9-b97239325852,Manufacturing,Bwindi,+256761072766,98739525,U8071917,1573887,Female,Primary,2018-04-23
Florence William,e1c687ec-c139-4ae2-97f8-5b6943ab3937,Retail,Mbarara,+256734267661,10211844,U3695920,1604392,Male,Secondary,2021-04-05
Alice Namwalwa,853f17a3-28c6-44ce-b7c2-b51908c85d35,Retail,Lira,+256780907835,41737681,U5609840,8312490,Male,University,2004-09-28
James Namwalwa,c92a690b-418a-4280-bb05-61462f27ea1d,Services,Kampala,+256753255703,22964453,U7761198,9048990,Female,Secondary,2021-12-21
William James,60137c9c-f00f-47b6-bc6c-893dbd006b68,Hospitality,Kisoro,+256724731940,95214889,U9804633,7246648,Male,Secondary,2016-05-31
Florence Florence,4ef3fd66-0b41-4ecd-8dbe-50f032678458,Manufacturing,Mbale,+256789551633,25788905,U3766267,6675267,Male,Primary,2020-12-08
Namwalwa William,bcafcde9-c2ef-4e42-b502-dea6c82af5e6,Services,Mbarara,+256740563640,57817999,U7885361,6449855,Male,Primary,2013-04-17
Nakinobe Alice,a3eb7335-faa1-4af1-b1a5-cda2af0ca07d,Fisheries,Jinja,+256752120060,73627164,U9208133,2161677,Female,Vocational,2010-04-26
Nakinobe Jane,09378d3c-a7eb-4655-836e-3efe9c2c4571,IT,Kisoro,+256718939391,41264786,U4237042,2095487,Male,Secondary,2013-10-10
Bridget Alice,c8c4a94e-d5ef-4b72-957e-8e6bacc9cfdb,Agriculture,Entebbe,+256703886991,86637444,U8099484,7747972,Male,University,2005-09-09
Sarah Namwalwa,f5226985-4b96-4e15-ad99-e40fd44fd201,Manufacturing,Mbarara,+256761470161,90537954,U4996743,8595568,Male,Primary,2022-09-04
Jane Alice,c5c09c92-50e3-4a94-928c-2227b92670ce,Agriculture,Bwindi,+256785709419,63643423,U1492653,1057957,Male,Primary,2019-04-26
James Namwalwa,5633c55d-bff1-43c4-8f0a-b19913313617,Agriculture,Entebbe,+256727470431,41327772,U1530245,3583021,Female,Primary,2007-06-01
Nansukusa Sarah,9c82fa5f-7839-4a47-9ca4-4926f34405fe,IT,Bwindi,+256700614792,73822796,U5151371,3836869,Male,University,2008-07-24
Nakinobe William,ccea87f3-23c7-4580-b834-9c7952b92b6b,Manufacturing,Mbarara,+256751029087,52341014,U4432074,4486763,Female,Vocational,2022-11-02
William Nakinobe,34f7fef8-f666-4889-a283-2b8c05546c5c,Fisheries,Entebbe,+256718271117,59540465,U5952441,7104966,Female,Secondary,2004-04-18
Bridget Nakinobe,d04f95b5-165c-4614-b61c-73c3f7ba4cec,Fisheries,Jinja,+256715167706,49657613,U8638573,8925082,Male,Secondary,2023-09-14
James William,b06610f6-5b56-4604-b022-6fdf09f0c6ae,Manufacturing,Mbale,+256735060879,75116438,U2550688,8831997,Male,University,2012-11-03
Bridget Nakinobe,6e15df4c-aeb7-4b10-8bcf-83dd7db0dff1,Manufacturing,Kisoro,+256722991281,96075876,U7540557,7385885,Female,University,2004-01-11
Nakinobe Sarah,39b37fe8-6672-4f7f-8b5f-d2615c3e0311,Services,Lira,+256789862942,39230891,U8227800,2500975,Male,Primary,2021-10-30
Bridget William,10826294-22f3-4f8e-ab57-8ddb6a93466b,Services,Kisoro,+256700000860,52351850,U5049712,7740648,Female,University,2011-12-04
Alice Florence,e4b391c8-1bfc-4f08-a1cf-5e70896cb470,Fisheries,Entebbe,+256760640835,43293209,U7035337,8924713,Male,Primary,2015-04-16
William Namwalwa,9a6463f8-9633-480f-b215-83b8d2c78bd0,Manufacturing,Mbarara,+256754741860,59449102,U6330348,3383007,Male,Vocational,2014-04-15
Nakinobe Nansukusa,c9438713-f0cb-4637-96cb-e17563ba27d0,Services,Kisoro,+256798411036,86047925,U5919095,3318679,Female,Vocational,2009-12-31
Alice Nakinobe,1ffc3a86-187d-4271-8ffd-41948c29d018,Retail,Kampala,+256790673785,65005368,U8825746,3378154,Female,Primary,2006-09-15
James Namwalwa,e6ee3943-e160-4e9e-9880-37bbe3cea709,Retail,Gulu,+256735278718,58379799,U8787993,3454620,Male,University,2018-10-23
Florence Bridget,9de07432-cdab-482a-8dd3-64d7ba4685a5,Hospitality,Kampala,+256712099551,93553553,U3477117,8574351,Female,Primary,2020-03-31
Alice Bridget,8a72a1ff-91c5-44db-86a9-d48847cb38b7,Fisheries,Lira,+256794592361,91934019,U4339523,4301014,Female,University,2003-11-25
Alice Namwalwa,a36b7b39-c9f1-494a-a5b0-cc31141f0669,Fisheries,Gulu,+256748616040,61384316,U4556993,2453606,Male,Primary,2006-08-12
Nakinobe James,bd003067-870a-4d8c-a0b2-53e94e04819d,Fisheries,Bwindi,+256729904951,91237808,U8122990,5953088,Male,Secondary,2006-11-19
Namwalwa Namwalwa,68774527-3cb8-4cbf-a887-db4367d84361,Services,Kisoro,+256773462709,77643190,U4008790,5905454,Male,Secondary,2016-05-14
Nansukusa Jane,21970383-47dc-424c-af00-e111bc558838,Hospitality,Jinja,+256783396720,52717087,U4221463,6295068,Female,Primary,2023-05-31
James James,c6ac0dae-1cf2-48b4-900f-37475dd977a7,Manufacturing,Kisoro,+256736876704,87274349,U4355817,8308444,Female,Secondary,2012-04-20
Nakinobe Bridget,0884039d-c12e-448d-8953-728b465c390b,Hospitality,Fort Portal,+256745969284,14302794,U5741185,9365056,Male,Primary,2004-09-15
Sarah James,6fe6be60-22fa-46bf-ab7f-b5b793202c54,Hospitality,Bwindi,+256770091444,43071378,U7760578,6703388,Male,Primary,2004-02-25
Florence William,b05ab1c6-546b-4ff2-a768-eb566cd724d2,Agriculture,Fort Portal,+256787118298,82609091,U2245662,7354923,Male,Secondary,2007-10-15
Florence Alice,a8cd3443-52bb-462e-a52d-b27e8d009a0a,Retail,Bwindi,+256732215281,96084952,U2364802,8883436,Female,Primary,2005-10-20
Sarah James,b201585a-6597-43e7-ac33-71e6d4f9eb7f,Services,Entebbe,+256704258528,19669190,U6501794,8226953,Female,Vocational,2014-07-30
James William,27b9f330-9a7c-4a99-b804-2ca0fb27e065,Manufacturing,Kampala,+256775691459,59188563,U4564833,3301377,Male,Secondary,2018-05-22
Namwalwa Bridget,a724c006-49cb-44fd-8f83-d8e3c110f383,Fisheries,Gulu,+256733017337,86915681,U4252779,4153999,Male,University,2007-09-25
Namwalwa James,007889e3-19a2-431c-8745-77ed74c36b4f,Hospitality,Kisoro,+256741423663,29912471,U6649334,1567979,Male,Secondary,2011-06-28
Florence Florence,6d99f7de-8e7d-4022-9a39-d953adbfd24e,Retail,Bwindi,+256785753909,61847043,U9377175,4398675,Male,Vocational,2014-09-29
Nansukusa James,f52c2c7a-d52c-43a3-ac07-0c7c40632fd0,Manufacturing,Mbale,+256749307266,53563477,U2109253,9004639,Female,University,2022-06-01
Namwalwa Namwalwa,e72c5cb3-df44-4081-8719-c2d31939d5f6,Retail,Bwindi,+256744647736,85477605,U4898509,9563567,Female,University,2006-06-21
Nansukusa Florence,09cf767a-4e57-40b5-9e8d-176265880bba,Manufacturing,Gulu,+256710241279,98545703,U3788226,1614845,Male,Vocational,2004-03-01
Sarah Florence,91693bb2-5846-4a23-bd07-167016ac92a7,Retail,Kisoro,+256748447431,25936960,U9531557,4580081,Female,University,2013-05-06
William Jane,d541c766-1dac-4e44-88a9-070d3a50828d,Retail,Bwindi,+256746659682,47407413,U3270427,7495610,Male,University,2018-10-28
Alice Nansukusa,ba8abe48-d07c-49bc-9b75-e7f4d7853b3d,Services,Entebbe,+256751318750,80584153,U6447899,5472847,Male,Vocational,2016-02-11
Namwalwa Namwalwa,70fa437f-ece0-43b8-a0ee-c1440140f333,Manufacturing,Entebbe,+256734954848,58320484,U4017737,8197037,Female,Primary,2016-07-03
Namwalwa Nansukusa,4b57ef25-e34f-49e9-8354-b6d2c24ee604,Fisheries,Mbale,+256793053956,90762864,U8837306,1900804,Male,Primary,2017-05-09
Florence James,0051eb71-d451-445c-9a6e-714c61e90d0e,IT,Kampala,+256719030062,51887895,U4255090,5277482,Female,University,2005-06-06
Nakinobe Nakinobe,43c8b2f1-eaab-4128-a926-20e18673f186,IT,Mbarara,+256790292764,94538216,U3318190,7843477,Female,Vocational,2005-07-05
William Jane,45d49bfb-1877-460c-8d45-d3291b39fb32,Agriculture,Mbarara,+256757241887,21827419,U5106611,1769947,Male,Secondary,2005-04-04
Sarah William,afc644f2-82c7-483c-a3ba-edfe9579b6cb,Manufacturing,Kisoro,+256794392959,74215481,U7780067,6518971,Female,University,2023-06-23
Alice James,087b1ede-242d-4a55-a6f0-554388f426ae,Hospitality,Bwindi,+256796817492,60285326,U3115019,7347160,Male,University,2015-08-10
Florence Namwalwa,340f5c06-0e19-4f1f-8d1d-dbccac19211e,Agriculture,Mbale,+256798285565,49331194,U3054045,3692883,Female,Secondary,2019-09-08
Sarah Nakinobe,088aec60-a076-4a6e-99e3-8212403036a5,Fisheries,Jinja,+256748415888,93828386,U4408253,7911066,Female,University,2019-10-11
Nakinobe William,ea6fc96d-ce3d-4f3a-9595-1c89e03d51f6,Services,Bwindi,+256729263956,99962102,U5885070,3273785,Male,Vocational,2018-03-21
James Florence,f6b9a201-7311-4920-b591-c20039fb1b41,Agriculture,Jinja,+256781047536,16897350,U3313975,7750901,Male,University,2005-02-12
James Nansukusa,285e8bfa-75a4-49f2-8a28-da8b3c254f9a,Services,Mbale,+256783793430,88022891,U1027955,9206636,Male,University,2015-08-05
William Jane,8d3b27f1-fa62-4c43-8318-f95f223926ef,Hospitality,Mbale,+256740796948,93559647,U8988600,7181409,Female,Vocational,2022-01-03
Nakinobe Florence,696dc251-fb51-4ebe-b674-b4f90b15a523,Services,Mbarara,+256726187591,81425066,U1443922,2062466,Male,University,2007-11-29
Sarah Sarah,4237bdb2-eb41-432a-b63e-1cb1a6398f0b,Fisheries,Entebbe,+256789086726,65377897,U2234769,4793309,Male,University,2020-10-29
Sarah William,6be375bd-ea76-4355-b182-117cb6127fd5,Hospitality,Mbale,+256724941261,44090258,U5493891,4319036,Female,Secondary,2009-08-25
Alice Sarah,f2b024f6-f236-4336-b325-1210659325be,Agriculture,Bwindi,+256738342695,46604662,U7745610,3686337,Female,Secondary,2014-02-02
Sarah William,131193c3-2699-4d2d-9a84-00c31ebf2806,Hospitality,Kisoro,+256784283976,15589020,U4801551,8935566,Female,Primary,2020-01-09
Bridget Nakinobe,343b2043-11cc-4833-86cd-b6785f5cae80,Hospitality,Kampala,+256745388140,86751575,U6544448,2834049,Male,Primary,2015-09-02
Florence Nansukusa,1b3cb5a8-1eb6-4e70-a3b8-4c8dee6e093b,Hospitality,Mbarara,+256724930646,72394980,U7981460,6822053,Female,University,2021-12-25
Nakinobe Sarah,9485eb87-ac46-4404-bfd9-2198517b4316,Retail,Bwindi,+256799205360,11038282,U1053920,6511990,Female,Primary,2011-05-07
Alice Alice,ac1f002a-fc9b-4e5d-9856-49fb03233c3a,Hospitality,Bwindi,+256702944509,58835384,U8445749,3043798,Male,University,2021-03-01
Jane Florence,ca32bbad-4a52-4ff0-8b41-620d9838cc7b,Fisheries,Lira,+256754012547,76304003,U5728305,7112518,Male,Primary,2012-10-01
James Sarah,f6ddfc22-519e-4f8e-a441-aa5762a5396a,IT,Kisoro,+256739642725,68224051,U6500231,4584717,Male,Vocational,2020-11-07
Nansukusa James,eaf0eef3-9d89-44f2-9630-55388b26eaa0,Agriculture,Fort Portal,+256746626449,49754953,U6674320,5478179,Male,Primary,2005-05-25
James Nakinobe,638e81b5-6275-427a-b06f-3dc32d77a9d8,Agriculture,Gulu,+256725339905,56284106,U2939047,3190322,Male,Primary,2021-04-22
Florence James,bce6e6b4-4baa-452e-b2ad-fd121cd275e5,Manufacturing,Fort Portal,+256724670642,36448504,U4230030,5410051,Female,Primary,2004-02-26
Alice Bridget,417efafa-ffb8-407a-9940-63930caf36fd,Manufacturing,Kampala,+256789013572,93275714,U8638357,8346287,Female,Vocational,2021-09-20
Bridget Namwalwa,c18d5691-4ec1-4b34-93be-8b8980f663c8,IT,Fort Portal,+256728300893,29547958,U2880029,6365878,Female,University,2021-06-17
Namwalwa Nansukusa,083c96fc-f95d-46f9-afd5-6bdfc3479417,Fisheries,Mbarara,+256705167174,39142234,U6572312,1040158,Male,University,2017-08-24
Namwalwa Namwalwa,31c3e95d-33c0-4a6c-acb4-635b10457166,IT,Kampala,+256760394738,99487707,U7003473,8881937,Female,University,2017-09-07
Sarah William,eec557d6-8364-4064-9655-1a12b5a2d39b,Retail,Mbale,+256715938288,87913955,U2109036,3277100,Male,University,2020-06-03
Sarah James,2a1bee0e-c719-4be5-9b61-6824e3cad9de,IT,Gulu,+256743415530,24781956,U7069749,3295593,Female,Vocational,2016-01-31
Jane Sarah,d81edad2-baf6-441e-9551-a965db5aac75,Hospitality,Kisoro,+256725387810,14347132,U2847211,8798134,Female,University,2017-06-13
Alice Alice,d51beb84-0b83-43fe-bfae-5c16f7b02e8b,Retail,Kisoro,+256755890765,83810686,U5442148,4155442,Male,Vocational,2021-12-19
Bridget Nansukusa,504976c1-a533-4688-b811-301c7af21cfe,Agriculture,Mbale,+256774099511,74479676,U7444859,3366760,Female,University,2018-05-01
Florence Nansukusa,b82f8ece-d119-42ac-affc-5ad60b882bc0,Retail,Mbale,+256764294094,52982282,U6964723,3673430,Female,University,2011-11-14
Alice Nansukusa,a14df5b8-e424-49db-a888-07a73eab439c,Services,Jinja,+256725213643,19742616,U6326988,9731045,Female,Vocational,2012-08-15
Namwalwa Namwalwa,19ad36b6-3be0-4e15-ac76-1fca96494054,IT,Gulu,+256795553326,95039502,U9339902,2849575,Female,University,2006-11-19
Bridget James,eec73ef0-6581-417c-abba-e3705783c26f,Agriculture,Gulu,+256760530061,47712910,U7436214,5791689,Male,Primary,2020-09-12
Namwalwa James,a2feb12d-8f48-4fa8-b470-31c45200e484,Fisheries,Kampala,+256792778306,97160791,U9785884,8239462,Female,Vocational,2009-06-29
Nakinobe Alice,2c3824aa-4872-4bd4-879d-0420c3e343f4,Retail,Kisoro,+256794577730,12260462,U3024727,8589494,Male,Secondary,2020-01-27
Jane Bridget,a6d8a142-4232-43da-bb2a-b14dc248c7fc,Manufacturing,Entebbe,+256700532601,39679422,U8445424,7726455,Male,Vocational,2010-10-27
Nakinobe James,3f7d34e0-9a76-4ced-bf3a-0d1de7f23483,Fisheries,Mbale,+256742399277,76826621,U4437004,8083560,Female,Primary,2012-07-02
Sarah Namwalwa,c7af1958-6263-4786-97e6-14b0fdd2ae49,Retail,Bwindi,+256790165204,35993812,U2996449,3010285,Female,Vocational,2021-01-24
Florence Namwalwa,c5c801d9-bd20-4b9d-847b-709538357705,Hospitality,Entebbe,+256703721042,39177052,U4308781,5331353,Male,Secondary,2005-01-14
Sarah Nakinobe,18a5634a-fd19-437c-a473-28122d397038,Fisheries,Lira,+256776536954,45112235,U2967350,8501396,Female,University,2019-10-16
Sarah William,d48e23b9-7450-4363-a013-107871628c1a,Fisheries,Kisoro,+256740713686,58262317,U5941220,8085646,Male,University,2022-03-01
Nansukusa Nansukusa,b106f2e6-475e-4ab4-9703-7fba6a286780,Services,Entebbe,+256716241532,39608525,U8319606,8761502,Female,University,2023-05-17
Nansukusa Florence,8a037fdf-457c-4103-921a-eae2ba9ba515,Agriculture,Kisoro,+256789925290,25694034,U2878205,6487950,Male,Primary,2005-07-29
